Sheet Name,Metaheuristic,Seed,Initial Sequence,Initial Makespan,Best Sequence,Best Makespan,Iterations,Time
VFR100_20_10,RandomSelection,0,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 42 17 27 96 61 13 14 28 34 56 83 20  6 70 19 33  9 79 94 49
 69  3 74 40 88  5 85 64 71 23 93 31 67 72 89 63  1 47 38  7 65 39 54 10
 76 35 58 43 44 29  0 62 77 95 50 73 84 45 57 15 97 21 16  8 92  4 11  2
 68 82 51 48 60 90 75 25 53 80 24 98 87 81 55 52 78 30 59 66 46 26 12 41
 91 32 86]",6387,60,2.6165997982025146
VFR100_20_10,QLearning,0,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 36 22 42 17 27 96 61 69 13 14 28 34 56 83 20  6 70 94 79  9 19 49
  3 74 71 64 85  5 88 40 33 23 93 67 10 72  1 47  7 65 77 89 54 35 76 58
 91 43 63 39 44 29  0 62 95 50 25 73 84 45 15 97 16  8 92 11  2 68 82 51
 48 60 90 21 75 52 53  4 80 24 98 87 81 55 78 30 31 57 59 66 46 26 12 38
 32 86 41]",6384,60,3.5876474380493164
VFR100_20_10,RandomSelection,42,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 42 17 27 96 61 13 14 28 34 56 83 20  6 70 19 33  9 79 94 49
 69  3 74 40 88  5 85 64 71 23 93 31 67 72 89 63  1 47 38  7 65 39 54 10
 35 43 44 29  0 62 77 95 50 58 73 84 45 76 15 57 97 21 16  8  4 92 11  2
 68 82 51 48 60 90 75 25 53 80 24 98 87 81 55 52 78 30 59 66 46 26 12 41
 91 32 86]",6387,60,0.7436985969543457
VFR100_20_10,QLearning,42,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 42 17 27 23 96 61 13 14 28 34 56 20 70 79  9 19 16 49 69  3
 33 74 71 64 85  5  6 88 77 93 31 67 10 72 89  1 47  7 65 39 54 35 76 58
 43 63 62  0 25 95 50 73 84 38 45 15 57 97 21  8 94 92 83  2 68 40 82 51
 48 60 75 29 90 52 11 53  4 80 78 24 98 87 81 44 55 46 30 59 66 26 12 32
 91 86 41]",6353,60,2.3991291522979736
VFR100_20_10,RandomSelection,93,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 36 22 42 17 27 96 61 69 13 14 28 34 56 83 20  6 70 94 79  9 19 49
  3 74 71 64 85  5 88 40 33 23 93 67 10 72  1 47  7 65 77 89 54 35 76 58
 91 43 63 39 44 29  0 62 95 50 25 73 84 45 15 97 16  8 92 11  2 68 82 51
 48 60 90 21 75 52 53  4 80 24 98 87 81 55 78 30 31 57 59 66 46 26 12 38
 32 86 41]",6384,60,0.7950601577758789
VFR100_20_10,QLearning,93,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 42 17 27 23 96 61 13 14 28 34 56 20 70 79  9 19 16 49 69  3
 33 74 71 64 85  5  6 88 77 93 31 67 10 72 89  1 47  7 65 39 54 35 76 58
 43 63 62  0 25 95 50 73 84 38 45 15 57 97 21  8 94 92 83  2 68 40 82 51
 48 60 75 29 90 52 11 53  4 80 78 24 98 87 81 44 55 46 30 59 66 26 12 32
 91 86 41]",6353,60,2.9832656383514404
VFR100_20_10,RandomSelection,7043,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 42 17 27 96 61 13 14 28 34 56 83 20  6 70 19 33  9 79 94 49
 69  3 74 40 88  5 85 64 71 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 76 35 58 91 43 63 44 29  0 62 95 50 25 73 84 45 15 57 97 21 16  8  4 92
 11  2 68 82 51 48 60 75 90 53 80 24 98 87 81 55 52 78 30 59 66 46 26 12
 32 86 41]",6412,60,0.8431055545806885
VFR100_20_10,QLearning,7043,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 42 17 27 23 96 61 13 14 28 34 56 20 70 79  9 19 16 49 69  3
 33 74 71 64 85  5  6 88 77 93 31 67 10 72 89  1 47  7 65 39 54 35 76 58
 43 63 62  0 25 95 50 73 84 38 45 15 57 97 21  8 94 92 83  2 68 40 82 51
 48 60 75 29 90 52 11 53  4 80 78 24 98 87 81 44 55 46 30 59 66 26 12 32
 91 86 41]",6353,60,2.4600725173950195
VFR100_20_10,RandomSelection,101112,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 77 42 17 27 23 96 61 13 14 28 34 56 70 20  9 79 19 16 31  6
 93 88 69 49  3 33 74 71 64  5 85 67 10 72 89  1 47  7 83 43 63 62 58 76
 35 39 54 65 25 73 95 50  0 84 15 45 57 38 97 21  8 92 94  2 40 68 82 51
 48 60 75 52 29 90 11 53 78  4 80 24 98 87 81 44 55 46 30 59 66 26 12 41
 91 32 86]",6311,60,0.8526270389556885
VFR100_20_10,QLearning,101112,"[18 37 36 22 42 17 27 96 61 13 14 28 34 56 83 20  6 70 94 79  9 33 19 49
 69  3 74 71 64 85  5 88 40 77 23 93 31 67 10 72 89  1 47 38  7 65 39 54
 35 76 58 91 43 63 44  0 29 62 95 50 73 25 84 45 15 57 97 21 16  8 92 11
  2 68 82 51 48 60 75 90 52 53  4 80 24 98 87 81 55 78 30 59 66 46 26 12
 32 86 41]",6441,"[18 37 22 36 42 17 27 23 96 61 13 14 28 34 56 20 70 79  9 19 16 49 69  3
 33 74 71 64 85  5  6 88 77 93 31 67 10 72 89  1 47  7 65 39 54 35 76 58
 43 63 62  0 25 95 50 73 84 38 45 15 57 97 21  8 94 92 83  2 68 40 82 51
 48 60 75 29 90 52 11 53  4 80 78 24 98 87 81 44 55 46 30 59 66 26 12 32
 91 86 41]",6353,60,1.6965317726135254
